"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Membrane transport","mmu02010","ABC transporters","40/6158","53/10623",0.754716981132076,1.30194194390485,2.58783240646957,0.00604321293152847,0.00920726969729912,0.0020668525939637,"74591/74104/27403/268379/76408/27404/217258/217265/19300/77706/239273/26874/17250/27416/381072/27410/11307/21355/67470/11305/27413/19299/11304/11303/18669/74610/27405/56325/12638/26357/20928/27421/20927/67928/233810/244562/56199/192663/11666/11306",40
"Organismal Systems","Digestive system","mmu04973","Carbohydrate digestion and absorption","38/6158","50/10623",0.76,1.31105553751218,2.5890240366987,0.00604973340341268,0.00920726969729912,0.0020668525939637,"226413/11931/27222/98660/23797/15275/216019/333669/11932/14377/68401/11651/18708/12289/18797/18796/18795/18798/20526/18706/11928/18710/83770/18707/56485/242851/20537/232714/15277/232975/11652/18751/18709/14385/11936/11933/74769/67821",38
"Metabolism","Glycan biosynthesis and metabolism","mmu00541","Biosynthesis of various nucleotide sugars","18/6158","21/10623",0.857142857142857,1.47863406486336,2.57828909165404,0.00670068137022647,0.0101092888498634,0.00226933831302865,"69080/72017/74091/107652/216558/12763/218138/76355/22122/109754/227620/67311/50798/94181/22235/12764/266690/331026",18
"Metabolism","Metabolism of cofactors and vitamins","mmu00770","Pantothenate and CoA biosynthesis","18/6158","21/10623",0.857142857142857,1.47863406486336,2.57828909165404,0.00670068137022647,0.0101092888498634,0.00226933831302865,"18605/209558/103149/211347/11671/71743/64705/246277/75735/74450/99586/72535/11669/12035/12036/67618/66812/73748",18
"Metabolism","Lipid metabolism","mmu00062","Fatty acid elongation","25/6158","31/10623",0.806451612903226,1.39118796425316,2.56147194997745,0.00685302052864838,0.0102943641707402,0.00231088411537927,"171210/26897/171282/171281/72852/70757/54397/52538/30963/56348/75778/170439/15107/66775/54325/19063/26922/70025/97212/231086/93747/106529/57874/68801/83603",25
"Metabolism","Carbohydrate metabolism","mmu00030","Pentose phosphate pathway","27/6158","34/10623",0.794117647058823,1.3699109718587,2.537005779696,0.00732719560157766,0.0109592106627045,0.00246012919472208,"66646/18641/11676/79459/56421/75731/14120/14121/21881/18642/230163/353204/72157/110208/100198/71336/14380/66681/19895/232449/14751/11674/21351/74419/66171/19733/110639",27
"Organismal Systems","Excretory system","mmu04961","Endocrine and other factor-regulated calcium reabsorption","45/6158","61/10623",0.737704918032787,1.2725948918906,2.5073895327731,0.00758970628662408,0.0113031248131268,0.00253733121847834,"381290/103967/11931/27222/98660/13982/67972/11932/71770/67300/18750/110893/12062/74325/22337/11512/11515/11773/20541/18797/14682/13429/18796/18795/18798/14683/11928/18749/12307/12757/16591/11941/232910/232975/16618/11771/18751/11772/18747/13430/11936/53869/11933/67821/320707",45
"Metabolism","Amino acid metabolism","mmu00350","Tyrosine metabolism","31/6158","40/10623",0.775,1.33693163364729,2.50714611143144,0.0078948884096135,0.011707377256991,0.00262807801309671,"11761/71724/71872/213043/17319/13195/11670/11754/14874/12846/15233/68636/67689/73458/621603/14718/13166/11529/11522/11532/22178/100470/15445/14204/14085/791260/76615/14719/234724/17161/109731",31
"Metabolism","Amino acid metabolism","mmu00380","Tryptophan metabolism","39/6158","52/10623",0.75,1.29380480675544,2.4941053350385,0.00800445413120552,0.0118193429086311,0.00265321211963811,"11761/71724/71872/213043/266645/56752/237320/216343/13195/11671/11298/71562/13382/78920/110460/13078/107766/110695/70266/12359/15107/229905/72535/100470/97212/11669/21743/14204/21990/93747/209176/23923/270076/110446/13077/13076/17161/109731/107626",39
"Organismal Systems","Nervous system","mmu04723","Retrograde endocannabinoid signaling","104/6158","154/10623",0.675324675324675,1.16498441474083,2.42193754792535,0.00900690507122998,0.0132432036428678,0.00297284110290374,"116837/66495/227197/67273/12292/19225/226646/16524/14816/75406/14708/216227/66414/407790/432530/216643/26420/14799/18750/104111/14706/407785/17993/66082/14702/12289/26419/66218/11514/67130/29857/11512/11515/26413/224129/68194/16522/68342/64337/16440/26416/26415/78330/66416/225887/17995/18797/269060/14682/67264/12287/68375/16519/68349/18796/18795/18798/66046/66377/14800/14679/18749/14409/14408/12801/230075/14700/595136/14403/14688/14677/242864/26414/231871/66066/17992/68202/14701/23945/16438/12288/14695/66108/16439/66091/14709/72961/14407/68197/70316/18751/66916/18747/12286/100503710/11513/14681/14802/16521/14697/14678/53623/14404/57249",104
"Cellular Processes","Transport and catabolism","mmu04145","Phagosome","122/6158","183/10623",0.666666666666667,1.15004871711595,2.40447264945412,0.00934819836427695,0.0136870246093,0.00307247025963355,"108664/18711/22145/17167/226421/338375/17970/246256/14131/53331/16414/216238/19344/20335/12330/19345/11975/16416/17534/11465/68775/73834/13424/22151/73710/13039/21828/66335/17972/22143/22142/16402/22042/16419/11964/21826/11984/11974/14972/15001/14998/21355/15002/14969/66237/14964/14980/15013/110557/110558/15007/15042/15040/100529082/667977/15043/14985/110696/224753/224754/224761/399549/271457/74915/140792/225326/67951/27060/17195/57743/17533/227613/18779/13427/16410/21825/545486/24088/21827/13040/14129/66212/66290/21898/108802/114143/100226/22319/12491/71116/21899/18125/21871/20778/11461/19353/13426/66144/140494/76252/19349/53421/11973/17113/22144/108078/22147/16409/69165/16783/20288/12845/12317/234663/11972/13057/22152/16412/110350/235661/16784/54411",122
"Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis","120/6158","180/10623",0.666666666666667,1.15004871711595,2.38433986160528,0.00989035822315634,0.014419976064854,0.00323700357591141,"108664/20846/15510/12912/12043/16153/246256/14131/23797/21808/12946/15979/16414/18045/11783/216238/15978/19344/12323/16160/26420/18126/16706/19345/11975/17534/20698/21809/12313/11651/70405/20963/12325/26419/19057/328572/29857/266632/22337/12914/12265/26413/16155/15980/11984/26416/26415/15001/14998/15002/14969/271457/12314/225326/15526/12322/240354/27060/19697/12015/16452/17533/18779/22034/16175/16176/20779/16803/12608/170767/16159/24088/53970/13040/14129/108058/18033/19055/12042/19059/21898/15977/230396/16451/12795/114143/18046/12371/16193/21897/21899/26414/21871/140494/13063/67653/19349/108960/110157/12122/21937/12315/21803/11652/16409/16985/14082/69165/16783/12367/19727/257632/11972/69632/75600/11848/12796/16784/16179/54411",120
"Metabolism","Carbohydrate metabolism","mmu00630","Glyoxylate and dicarboxylate metabolism","26/6158","33/10623",0.787878787878788,1.3591484838643,2.42658375870494,0.0102080232467787,0.0148208538352812,0.00332699282211682,"14645/71832/12974/17449/20425/71562/13382/110821/268782/11429/110460/17850/104174/67432/12359/15112/60525/56185/11428/76238/68180/17448/73724/68133/110446/66904",26
"Human Diseases","Infectious disease: viral","mmu05162","Measles","98/6158","145/10623",0.675862068965517,1.16591145804168,2.36229126037911,0.0106573340085774,0.0154087287540681,0.00345895928348564,"20846/12487/12043/56489/14103/23797/17221/68652/21929/11783/56480/12567/20847/16160/14694/26420/20851/20850/20848/18035/14281/22031/11651/18708/26419/16391/68135/16185/266632/56637/208650/15976/17857/17858/12018/15511/13001/12445/19697/12015/14102/12675/16184/71586/22034/27103/16175/16176/228607/12995/12048/18706/16183/16159/24088/56417/18033/12448/26409/230073/21898/15977/230396/16476/16451/18710/12371/18707/12571/16193/68098/26414/246727/13063/13666/12122/12576/170770/11652/18036/12447/54131/14082/12443/69165/16150/12367/18709/13000/54721/15481/12501/74769/16179/16151/17698/56382/170743",98
"Metabolism","Amino acid metabolism","mmu00250","Alanine, aspartate and glutamate metabolism","30/6158","39/10623",0.769230769230769,1.32697928897994,2.40236997983328,0.0107426269870559,0.0154675998527319,0.00347217469771625,"14660/14645/11566/70503/216456/14584/11484/11565/14661/268782/76282/11564/268860/52633/66514/14718/11898/14415/100470/194237/212647/69719/231327/109900/27053/14583/14204/76615/108682/14719",30
"Metabolism","Glycan biosynthesis and metabolism","mmu00515","Mannose type O-glycan biosynthesis","19/6158","23/10623",0.826086956521739,1.42506036686106,2.39648026706954,0.0116351473242623,0.0166834550475992,0.00374511049149808,"98388/57370/216395/268510/75847/217734/97884/108902/99011/14348/14595/246179/68273/20441/243853/16795/14345/76898/215494",19
"Metabolism","Metabolism of cofactors and vitamins","mmu00790","Folate biosynthesis","21/6158","26/10623",0.807692307692308,1.39332825342894,2.3581021250719,0.0127991876623746,0.0182770292956543,0.00410283685083701,"11650/76768/11648/13180/18478/216343/268566/17434/14528/56738/14287/14590/11647/110391/11677/14187/67861/11997/20751/21990/19286",21
"Genetic Information Processing","Replication and repair","mmu03410","Base excision repair","35/6158","47/10623",0.74468085106383,1.28462888614015,2.29656869383643,0.0141125551311672,0.0200087898854412,0.004491583350592,"11545/21665/18972/16882/50776/18974/104884/11792/328417/71726/106344/18207/69745/14156/56626/18538/66408/70603/19687/22256/72151/15289/69263/66979/18294/17193/16881/22594/18971/59047/18975/67967/234258/72774/235587",35
"Genetic Information Processing","Transcription","mmu03020","RNA polymerase","25/6158","32/10623",0.78125,1.34771334037025,2.31334346338172,0.0141272435790579,0.0200087898854412,0.004491583350592,"66420/70428/20020/28071/67486/218832/69833/78929/66136/69241/67710/20017/70408/67005/69870/64424/231329/12909/20022/20018/20019/69920/26939/20021/28015",25
"Metabolism","Lipid metabolism","mmu01040","Biosynthesis of unsaturated fatty acids","27/6158","35/10623",0.771428571428571,1.33077065837702,2.30179314720467,0.0144173126344972,0.0203366157893111,0.00456517387656308,"11430/171210/26897/171282/171281/70757/15488/56473/76267/30049/20250/329065/20249/30963/56348/170439/66775/20280/54325/70025/80911/106529/57874/68801/83603/235674/113868",27
"Metabolism","Glycan biosynthesis and metabolism","mmu00510","N-Glycan biosynthesis","40/6158","55/10623",0.727272727272727,1.25459860049012,2.22307038760908,0.0168578316084273,0.0236828646482764,0.0053163415257772,"107895/57370/17155/67569/17308/103534/268510/217664/53618/13135/17309/223774/208211/208624/20440/17158/227619/227697/57170/20014/66248/320302/66059/17156/66789/66357/14595/56737/320438/230815/236082/57357/103963/140481/381903/80286/16430/13478/68292/67574",40
"Metabolism","Lipid metabolism","mmu00071","Fatty acid degradation","38/6158","52/10623",0.730769230769231,1.26063032453094,2.21248756977119,0.0174414166446235,0.0243059099425075,0.00545620305094966,"11363/74205/56752/216739/11671/11370/11430/69123/23986/12895/110460/13177/328845/110695/52538/12894/433256/15107/71519/11529/11522/11532/11364/72535/12896/97212/231086/80911/11409/11669/93747/14081/270076/110446/94180/235674/113868/50790",38
NA,NA,"mmu03272","Virion - Hepatitis viruses","38/6158","52/10623",0.730769230769231,1.26063032453094,2.21248756977119,0.0174414166446235,0.0243059099425075,0.00545620305094966,"20479/12512/13649/18260/58187/12741/12737/114141/239931/54420/56173/621628/56863/17075/67064/13482/75608/242653/15530/64945/20778/57255/12740/22134/12527/22088/12520/16783/71908/75677/116733/71955/16835/18571/16784/74987/628893/12738",38
"Human Diseases","Infectious disease: bacterial","mmu05133","Pertussis","54/6158","77/10623",0.701298701298701,1.20979150761548,2.16970975823921,0.0186684198168683,0.0259117667058132,0.00581668659557159,"17087/16153/16414/16160/26420/16362/216799/18126/12632/14281/12313/70405/26419/29857/266632/16402/26413/26416/26415/12268/106759/12314/12631/19697/12369/15139/12258/22034/16175/16176/16159/14679/18033/21898/16476/14677/16193/20311/26414/107607/67653/50908/317677/12315/54131/66824/16409/12367/15900/16412/75600/14678/11848/16179",54
"Metabolism","Glycan biosynthesis and metabolism","mmu00604","Glycosphingolipid biosynthesis - ganglio series","13/6158","15/10623",0.866666666666667,1.49506333225073,2.25321116175237,0.0187499212737309,0.0259212059043212,0.00581880551166318,"14421/15212/20442/54218/225742/20448/50935/11416/26938/20454/20444/15211/12091",13
"Organismal Systems","Digestive system","mmu04975","Fat digestion and absorption","32/6158","43/10623",0.744186046511628,1.28377531212943,2.1896679575935,0.0189380264412232,0.0260773618059701,0.00585385946804729,"69836/237625/237636/238055/19012/13350/110460/109791/55979/67470/69060/18946/18947/67512/26569/66350/17777/11303/67916/26971/18782/18784/12491/20778/14080/67800/233549/26457/14719/11806/11808/110446",32
"Metabolism","Metabolism of cofactors and vitamins","mmu00670","One carbon pool by folate","28/6158","37/10623",0.756756756756757,1.3054607059154,2.18576026924845,0.0195104193091351,0.0267593498034383,0.00600695248128146,"108147/270685/14317/108645/20425/13382/108156/238505/74129/11615/14450/12411/110695/104174/192166/269378/229709/107869/17769/22171/665563/74340/232087/17768/107747/68133/100039707/107885",28
"Human Diseases","Substance dependence","mmu05032","Morphine addiction","64/6158","93/10623",0.688172043010753,1.18714706282936,2.12873971845011,0.0203287484098198,0.027771951567746,0.00623426184138693,"11539/16524/18390/29863/14708/432530/216643/216869/18750/104111/14706/13488/218461/238871/14702/11514/11512/18574/11515/224129/16522/23984/64337/54393/110355/14773/12287/16519/241489/18573/14683/18583/14679/18749/14409/14408/242425/14700/18578/14403/14688/14677/14772/66066/18575/14701/14695/14709/14407/18584/109689/207728/18751/18747/12286/100503710/11513/14681/18577/16521/14697/14678/14404/57249",64
"Human Diseases","Substance dependence","mmu05030","Cocaine addiction","35/6158","48/10623",0.729166666666667,1.25786578434557,2.10274403782878,0.0232953575263093,0.0316999571044288,0.00711602252609655,"12912/170483/13195/12569/14813/13488/11911/224129/12915/19697/14810/67839/11909/26427/12064/14683/14800/78284/14679/18033/18749/242443/16476/14677/12568/208647/231991/14282/110877/18747/13489/108068/14678/17161/109731",35
"Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway","58/6158","84/10623",0.69047619047619,1.19112188558437,2.06520240176116,0.0240104183846147,0.0324775104538569,0.0072905680982418,"16331/23797/12902/14728/26396/14784/18035/20663/14281/11651/20963/18708/12143/19057/26413/56637/22324/240168/20662/240354/18018/19697/17060/12675/22325/18019/18706/18176/57257/18033/242248/19055/26377/12042/17096/12517/19059/16476/18710/18707/19353/110157/15170/16653/12518/11652/18036/12483/16332/18751/12520/16150/18709/18021/234779/26395/74769/16151",58
"Metabolism","Amino acid metabolism","mmu00360","Phenylalanine metabolism","17/6158","21/10623",0.80952380952381,1.39648772792651,2.13578610243598,0.024241138926654,0.0324775104538569,0.0072905680982418,"17319/18478/13195/11670/11754/67689/73458/621603/14718/100470/15445/14204/76615/14719/234724/17161/109731",17
"Metabolism","Glycan biosynthesis and metabolism","mmu00531","Glycosaminoglycan degradation","17/6158","21/10623",0.80952380952381,1.39648772792651,2.13578610243598,0.024241138926654,0.0324775104538569,0.0072905680982418,"75612/27419/27029/11881/15212/545291/15442/15932/110006/52120/50917/15211/15587/15586/109685/12091/15931",17
"Metabolism","Glycan biosynthesis and metabolism","mmu00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","17/6158","21/10623",0.80952380952381,1.39648772792651,2.13578610243598,0.024241138926654,0.0324775104538569,0.0072905680982418,"74241/319901/338362/212898/53374/58250/218271/72727/72136/117592/59031/71797/269941/233781/77590/234356/60322",17
